NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset
Gillette Substation,,,TX,29.2327395,-97.7278532,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Glasscock Substation,,,TX,30.7395968,-97.6940777,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Glidden Substation,,,TX,29.6969144,-96.5718684,1,138.0,69.0,Lower Colorado River Authority; San Bernard Electric Cooperative,transmission,IN SERVICE,OSM
Goat Creek Substation,,,TX,30.0797854,-99.2102278,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Goforth Substation,,,TX,29.9925656,-97.8415341,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Gohlke Substation,,,TX,28.7464532,-96.7331978,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Goldthwaite Substation,,,TX,31.4310583,-98.5662729,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Goldthwaite Wind Substation,,,TX,31.4149539,-98.5118794,1,138.0,138.0,Invenergy,generation,IN SERVICE,OSM
Goodrich Substation,,,TX,30.620325,-94.9679916,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Gpi Substation,,,TX,29.6770593,-98.1779746,1,138.0,138.0,New Braunfels Utilities,transmission,IN SERVICE,OSM
Grandview Substation,,,TX,29.4049694,-98.4442747,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Grandview Tmpp Substation,,,TX,32.3366367,-97.2401708,1,138.0,138.0,TMPP,distribution,IN SERVICE,OSM
Granite Mountain Substation,,,TX,30.5880273,-98.2937999,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Grapeland Substation,,,TX,31.5085079,-95.4584493,1,138.0,138.0,Houston County Electric Cooperative,distribution,IN SERVICE,OSM
Graphine Mine Substation,,,TX,30.8065774,-98.3532818,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Green Mountain Substation,,,TX,29.6204259,-98.3328713,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Greenbelt Substation,,,TX,29.3796265,-94.9345821,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Greens Prairie Substation,,,TX,30.5542392,-96.2577568,1,138.0,138.0,City of College Station; Bryan Texas Utilities,distribution,IN SERVICE,OSM
Gregory Switchyard,,,TX,27.8889286,-97.2575287,1,138.0,138.0,NRG Energy,transmission,IN SERVICE,OSM
Grissom Road Substation,,,TX,29.4764484,-98.6489325,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Grove Substation,,,TX,30.216481,-97.7109706,1,138.0,138.0,Austin Energy,industrial,IN SERVICE,OSM
Guy Burks Substation,,,TX,30.1481392,-96.4228706,1,138.0,138.0,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM
Haine Drive Substation,,,TX,26.1671944,-97.6507857,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Haisley Substation,,,TX,28.0949434,-97.4936,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Hallettsville Substation,,,TX,29.4287838,-96.9872783,1,138.0,69.0,Lower Colorado River Authority; Guadalupe Valley Electric Cooperative,transmission,IN SERVICE,OSM
Hallsburg Substation,,,TX,31.5242687,-97.0056924,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Hamilton Road Substation,,,TX,29.3738202,-100.849181,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Hamilton Wolfe Road Substation,,,TX,29.5152762,-98.5882158,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Hargrove Substation,,,TX,31.3083107,-100.938971,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Harlandale Substation,,,TX,29.363341,-98.4958429,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Harlingen Switching Station,,,TX,26.2221971,-97.6982284,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Harmony Hills Substation,,,TX,29.5540094,-98.5060042,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Harper Road Substation,,,TX,30.0733996,-99.1507537,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Harper Substation,,,TX,30.2989664,-99.2401443,1,138.0,138.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM
Harris Branch Substation,,,TX,30.3712511,-97.5809133,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Harrison Road Substation,,,TX,32.4936273,-94.8090898,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Hasse Substation,,,TX,31.924459,-98.5040409,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Hastings Substation,,,TX,35.2503002,-101.8499428,1,138.0,12.5,Xcel Energy; Texas-New Mexico Power,distribution,IN SERVICE,OSM
Haynes Substation,,,TX,32.4434317,-100.3973868,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Hearn'S Ferry Substation,,,TX,27.8322111,-97.5376703,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM
Hearne Substation,,,TX,30.8841266,-96.6259188,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Hebron Substation,,,TX,33.0482825,-96.9039765,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Hecker Substation,,,TX,27.9048779,-97.2829086,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Heidelberg Substation,,,TX,26.2284651,-97.8875945,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Heights Substation,,,TX,29.3897114,-94.9499464,1,138.0,12.5,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Helena Substation,,,TX,28.9379598,-97.7999956,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Helios Substation,,,TX,29.2260649,-99.6997463,1,138.0,138.0,Consolidated Edison,transmission,IN SERVICE,OSM
Helotes Substation,,,TX,29.5481778,-98.6818689,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Henly Substation,,,TX,30.2028212,-98.156778,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Henne Substation,,,TX,29.7735088,-98.050972,1,138.0,12.5,New Braunfels Utilities,transmission,IN SERVICE,OSM
Hi Cross Substation,,,TX,30.1861982,-97.7691114,1,138.0,138.0,Austin Energy,transmission,IN SERVICE,OSM
Hickory Forest Substation,,,TX,29.4683849,-97.8641655,1,138.0,138.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Hickory Substation,,,TX,33.2151664,-97.1618433,1,138.0,138.0,DME,distribution,IN SERVICE,OSM
Hidden Valley Substation,,,TX,30.3840822,-97.9002435,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Highland Hills Substation,,,TX,29.3589115,-98.40909,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Highlands Substation,,,TX,33.0721699,-97.0352463,1,138.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Hightower Substation,,,TX,30.413075,-94.9268651,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Highway 123 Substation,,,TX,29.4940245,-97.9584953,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Highway 32 Substation,,,TX,29.9457441,-98.0935748,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Highway 36 Substation,,,TX,30.1226172,-96.3737986,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Highway 46 Substation,,,TX,29.7587636,-98.245232,1,138.0,12.5,New Braunfels Utilities,distribution,IN SERVICE,OSM
Highway 511 Substation,,,TX,25.937539,-97.4081827,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Highway 6 Substation,,,TX,30.4404773,-96.1311211,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Highway 9 Substation,,,TX,27.7963975,-97.4458642,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Hillbig Substation,,,TX,30.0055599,-97.4044178,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Hilltop Lakes Substation,,,TX,31.0800416,-96.2221791,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Hilltop Substation,,,TX,29.8986018,-97.9414892,1,138.0,12.5,San Marcos Electric Utilities,distribution,IN SERVICE,OSM
Hindes Substation,,,TX,28.6463294,-98.9026564,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Hobart Junction,,,TX,35.0319262,-99.0594561,1,138.0,69.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Holbrook Substation,,,TX,29.4634732,-98.4165984,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Holcomb Substation,,,TX,28.0332546,-99.3616349,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Holder Substation,,,TX,31.9135118,-98.9784928,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Hollis Substation,,,TX,34.6800192,-99.9119061,1,138.0,138.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Hollmig Substation,,,TX,30.2523086,-98.8820286,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Holly Substation,,,TX,27.7084532,-97.3973469,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Hollywood Park Substation,,,TX,29.594882,-98.4715865,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Homeport Substation,,,TX,27.8278738,-97.20955,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Hondo Creek Substation,,,TX,29.2723925,-99.0843834,1,138.0,69.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Hondo Substation,,,TX,29.3155529,-99.1039726,1,138.0,69.0,South Texas Electric Cooperative; CPS Energy,distribution,IN SERVICE,OSM
Honey Substation,,,TX,30.3984693,-94.4459466,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Horse Hollow 1 & 2 Substation,,,TX,32.1990508,-100.0235081,1,138.0,34.5,NextEra Energy,transmission,IN SERVICE,OSM
Horse Hollow 2 & 3 Switching Station,,,TX,32.1935548,-100.0282036,1,138.0,138.0,NextEra Energy,transmission,IN SERVICE,OSM
Horse Hollow 2 Substation,,,TX,32.2695579,-100.1769787,1,138.0,34.5,NextEra Energy,transmission,IN SERVICE,OSM
Horse Hollow 3 Substation,,,TX,32.2654289,-100.2844162,1,138.0,34.5,NextEra Energy,transmission,IN SERVICE,OSM
Horseshoe Bay Substation,,,TX,30.5328,-98.3925162,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Horton Substation,,,TX,32.5325845,-99.686367,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Hortontown Substation,,,TX,29.7133422,-98.0981157,1,138.0,12.5,New Braunfels Utilities,distribution,IN SERVICE,OSM
Hot Wells Substation,,,TX,29.3701712,-98.4546129,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Hovey Substation,,,TX,30.9526276,-103.3614053,1,138.0,34.5,First Solar,transmission,IN SERVICE,OSM
Howard Lane Substation,,,TX,30.4331497,-97.6887667,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Hunt Lane Substation,,,TX,29.4149889,-98.6670845,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Hunt Substation,,,TX,30.0761257,-99.3360162,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Ih 20 Substation,,,TX,31.3998664,-103.4908509,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Illinnois #4 Substation,,,TX,30.5545154,-101.5355005,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Indian Mesa Substation,,,TX,30.9791274,-102.2713145,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Indian Mesa Wind Substation,,,TX,30.9316711,-102.2017418,1,138.0,138.0,NextEra Energy,transmission,IN SERVICE,OSM
Indian Substation,,,TX,30.7189107,-94.7135157,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Ingleside Cogeneration Switchyard,,,TX,27.8820279,-97.2466139,1,138.0,138.0,Chemours; Occidental Petroleum,transmission,IN SERVICE,OSM
Ingleside Oxy Substation,,,TX,27.8805388,-97.2417833,1,138.0,138.0,Occidental Petroleum,industrial,IN SERVICE,OSM
Ingleside Substation,,,TX,27.8721143,-97.2168423,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Iola Substation,,,TX,30.7315278,-96.0463321,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Isp Substation,,,TX,29.4256236,-94.963842,1,138.0,138.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM
Israel Road Substation,,,TX,30.7300365,-94.9064333,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Jardin Substation,,,TX,28.5198799,-99.2379085,1,138.0,25.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Javelina Substation,,,TX,27.8051322,-97.457036,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM
Jerry Substation,,,TX,31.2299962,-101.2993888,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Jett Substation,,,TX,30.3747184,-97.8064759,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Jim Payne Substation,,,TX,32.6540653,-102.0399812,1,138.0,138.0,Golden Spread Electric Cooperative,transmission,IN SERVICE,OSM
Johnsville Substation,,,TX,32.1218502,-97.9455339,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Jollyville Substation,,,TX,30.47956,-97.7816677,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Jones Street Substation,,,TX,33.0641789,-97.0040362,1,138.0,13.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Joslin Substation,,,TX,28.6487411,-96.5464448,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Karnes City Substation,,,TX,28.8588949,-97.8786038,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Keith Substation,,,TX,30.6491145,-96.1014988,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Keith Switching Station,,,TX,30.6510846,-96.0913738,1,138.0,138.0,Brazos Electric,transmission,IN SERVICE,OSM
Kempner Substation,,,TX,31.0913408,-98.0539759,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Kendall Ctec Substation,,,TX,29.9862665,-98.8847756,1,138.0,12.5,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM
Kenedy Switching Station,,,TX,28.8424725,-97.8374184,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Kent Substation,,,TX,30.4953132,-97.8083695,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Keo Substation,,,TX,30.8184194,-102.3659149,1,138.0,34.5,BP,transmission,IN SERVICE,OSM
Kerrville Legion Substation,,,TX,30.0003254,-99.1003677,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Kerrville Stadium Substation,,,TX,30.0578856,-99.1338523,1,138.0,12.5,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Kerrville Travis Substation,,,TX,30.042648,-99.1246412,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Ketchum Mountain Substation,,,TX,31.2969386,-101.0360074,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Keystone Substation,,,TX,33.9830336,-96.006445,1,138.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
King Mountain Northeast Substation,,,TX,31.2744242,-102.1795982,1,138.0,34.5,NextEra Energy,generation,IN SERVICE,OSM
King Mountain Northwest Substation,,,TX,31.2526398,-102.2383862,1,138.0,34.5,NextEra Energy,generation,IN SERVICE,OSM
King Mountain Southeast Substation,,,TX,31.2274527,-102.1330372,1,138.0,34.5,NextEra Energy,transmission,IN SERVICE,OSM
King Mountain Southwest Substation,,,TX,31.2214464,-102.2773363,1,138.0,34.5,NextEra Energy,generation,IN SERVICE,OSM
King Ranch Gas Plant Substation,,,TX,27.4692226,-98.0534068,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM
Kings Row Substation,,,TX,33.2499992,-97.0985878,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM
Kingsbery Substation,,,TX,30.2652069,-97.6871771,1,138.0,69.0,Austin Energy,transmission,IN SERVICE,OSM
Kingsville Substation,,,TX,27.530704,-97.8862268,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Kirby Substation,,,TX,29.4653848,-98.3924152,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Kirbyville Substation,,,TX,30.6730971,-93.8905017,1,138.0,138.0,JNEC,transmission,IN SERVICE,OSM
Kleberg Substation,,,TX,27.4922344,-97.8551151,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Koch Upriver Substation,,,TX,27.827338,-97.5247135,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Koppe Bridge Substation,,,TX,30.5329126,-96.311192,1,138.0,138.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM
Kunitz Substation,,,TX,31.7348475,-104.7490473,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Kurten Substation,,,TX,30.7997729,-96.2928396,1,138.0,138.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM
Kyle Substation,,,TX,29.949868,-97.8842778,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
La Grange Substation,,,TX,29.9327742,-96.8743392,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
La Palma 138 Kv Substation,,,TX,26.1435974,-97.6425883,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
La Palma 69 Kv Substation,,,TX,26.1422382,-97.6419133,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
La Quinta Substation,,,TX,27.4874721,-99.0066386,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
La Sara Substation,,,TX,26.4512817,-97.8468366,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
La Sierra Substation,,,TX,29.6171858,-98.6080393,1,138.0,34.5,CPS Energy,distribution,IN SERVICE,OSM
Lago Vista Substation,,,TX,30.4606591,-97.9785748,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Lake Forest Substation,,,TX,30.3403973,-95.6145329,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Lake Lamond Substation,,,TX,32.5066146,-94.7699476,1,138.0,69.0,Southwestern Electric Power Company,transmission,IN SERVICE,OSM
Lake Pauline Substation,,,TX,34.2523255,-99.684751,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Lake Whitney Substation,,,TX,31.8596211,-97.3672401,1,138.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Lakeshore Substation,,,TX,30.3151729,-97.7804896,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Lakeway Substation,,,TX,30.3586728,-97.9787637,1,138.0,138.0,Pedernales Electric Cooperative; Austin Energy,distribution,IN SERVICE,OSM
Lakeway Tap,,,TX,30.3777135,-97.9423974,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Lamesa Solar Substation,,,TX,32.7195007,-101.9362299,1,138.0,138.0,Southern Company,generation,IN SERVICE,OSM
Lampasas Substation,,,TX,31.0845143,-98.1837127,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Lane City Pump Substation,,,TX,29.1933412,-96.0716946,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM
Langford Wind Substation,,,TX,31.1185543,-100.6307469,1,138.0,34.5,NRG Energy,transmission,IN SERVICE,OSM
Laredo Heights Substation,,,TX,27.5236798,-99.4901461,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Laredo Plant Statcom Substation,,,TX,27.5687335,-99.508382,1,138.0,138.0,American Electric Power,compensation,IN SERVICE,OSM
Laredo Plant Substation,,,TX,27.5675198,-99.5069824,1,138.0,12.5,American Electric Power,transmission,IN SERVICE,OSM
Laredo Street Substation,,,TX,29.4153412,-98.5016282,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Laredo Vft North Yard,,,TX,27.5725569,-99.5090455,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Las Pulgas Substation,,,TX,26.460976,-97.7505799,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Latexo Substation,,,TX,31.3643775,-95.4252227,1,138.0,138.0,Houston County Electric Cooperative,distribution,IN SERVICE,OSM
Laureles Substation,,,TX,26.1225981,-97.5472631,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
League City Main Substation,,,TX,29.5009557,-95.0819814,1,138.0,12.5,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Leander Substation,,,TX,30.5857052,-97.841613,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Lebanon Substation,,,TX,33.1111554,-96.7747126,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Lehigh Substation,,,TX,30.0290386,-97.8659726,1,138.0,69.0,Pedernales Electric Cooperative,transmission,IN SERVICE,OSM
Leon Creek Switchyard,,,TX,29.3502913,-98.5751762,1,138.0,138.0,CPS Energy,transmission,IN SERVICE,OSM
Lexington Substation,,,TX,30.4158731,-97.0032872,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Ligon Substation,,,TX,30.8330141,-102.3723321,1,138.0,138.0,BP,transmission,IN SERVICE,OSM
Linde Substation,,,TX,29.963356,-93.9220696,1,138.0,138.0,Linde,industrial,IN SERVICE,OSM
Lingleville Substation,,,TX,32.2608135,-98.4683601,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Live Oak Substation,,,TX,30.2658895,-98.8881897,1,138.0,69.0,Central Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Livingston Substation,,,TX,30.714288,-94.9175312,1,138.0,138.0,City of Livingston,distribution,IN SERVICE,OSM
Lockhart Substation,,,TX,29.8708131,-97.6612579,1,138.0,12.5,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Locust Substation,,,TX,33.2549841,-97.1331342,1,138.0,138.0,DME,distribution,IN SERVICE,OSM
Logan'S Gap Wind Substation,,,TX,31.8030627,-98.6943437,1,138.0,34.5,Pattern Energy,transmission,IN SERVICE,OSM
Lolita Substation,,,TX,28.8531665,-96.5574016,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Loma Alta Substation,,,TX,25.9773229,-97.3844911,1,138.0,69.0,Brownsville Public Utilities Board,transmission,IN SERVICE,OSM
Lometa Substation,,,TX,31.215333,-98.3907995,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Lonestar Substation,,,TX,31.5942755,-103.2484104,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Long Loop Substation,,,TX,30.8956049,-101.9919923,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Longview Heights Substation,,,TX,32.5064616,-94.6874154,1,138.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM
Loop 337 Substation,,,TX,29.702233,-98.1600053,1,138.0,12.5,New Braunfels Utilities,distribution,IN SERVICE,OSM
Loop 463 Substation,,,TX,28.8163835,-97.0749995,1,138.0,12.5,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Los Angeles Heights Substation,,,TX,29.4668347,-98.5264534,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Los Angeles Substation,,,TX,28.390901,-99.0011059,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Los Fresnos Substation,,,TX,26.0767803,-97.5232475,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Lost Creek Substation,,,TX,29.0679076,-97.3662781,1,138.0,138.0,Guadalupe Valley Electric Cooperative,industrial,IN SERVICE,OSM
Lotebush Substation,,,TX,31.2916032,-103.1171075,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Loyola Substation,,,TX,27.3185166,-97.8101325,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Luling City Substation,,,TX,29.6974781,-97.6543808,1,138.0,12.5,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Lynx Substation,,,TX,31.0718593,-102.3935068,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Lyons Substation,,,TX,35.5496939,-100.9557734,1,138.0,69.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Lyssy Substation,,,TX,28.8943977,-98.1200535,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Lytle Substation,,,TX,29.2506522,-98.8041967,1,138.0,12.5,CPS Energy; American Electric Power,distribution,IN SERVICE,OSM
Macedonia Substation,,,TX,30.1597039,-95.8099064,1,138.0,24.9,San Bernard Electric Cooperative,distribution,IN SERVICE,OSM
Magill Substation,,,TX,29.0123491,-95.9693286,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Magnesium Plant Substation,,,TX,30.3733286,-97.7226041,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Magnolia Substation,,,TX,29.4883046,-95.1339785,1,138.0,12.5,Texas-New Mexico Power; American Electric Power,distribution,IN SERVICE,OSM
Magruder Substation,,,TX,28.8412473,-97.009854,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Manchaca Substation,,,TX,30.1352506,-97.8506158,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Manor Substation,,,TX,30.3494801,-97.5092739,1,138.0,138.0,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM
Maple Street Substation,,,TX,32.4041606,-99.7257068,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Marble Falls Substation,,,TX,30.5551766,-98.2577588,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Marconi Substation,,,TX,26.0921204,-97.3971221,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Marfa Alamito Creek Substation,,,TX,30.3162931,-104.0088458,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Marquis Substation,,,TX,32.9020987,-96.6776762,1,138.0,69.0,Garland Power & Light,distribution,IN SERVICE,OSM
Marshall Ford Lower Switchyard,,,TX,30.3899725,-97.9075505,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Marshall Ford Upper Switchyard,,,TX,30.3892021,-97.9090549,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Martinez Substation,,,TX,29.4506996,-98.3223674,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Mason Creek Substation,,,TX,29.7605766,-99.0223297,1,138.0,12.5,Bandera Electric Cooperative,distribution,IN SERVICE,OSM
Mason Substation,,,TX,30.7380387,-99.2341799,1,138.0,69.0,American Electric Power; Central Texas Electric Cooperative,transmission,IN SERVICE,OSM
Mauermann Road Substation,,,TX,29.2845343,-98.5074973,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
